chr	window_start	reads_all	matches	matchrate
chr1	79500	2700	2209	0.818148
chr1	79600	2700	2208	0.817778
chr1	79700	2700	2295	0.85
chr1	79800	2789	2284	0.818932
chr1	79900	2791	2303	0.825152
chr1	80000	2783	2201	0.790873
chr1	80100	2700	2249	0.832963
chr1	80200	2700	2287	0.847037
chr1	80300	2700	2263	0.838148
chr1	80400	2700	2211	0.818889
chr1	80500	2777	2393	0.861721
chr1	80600	2800	2313	0.826071
chr1	80700	2800	2337	0.834643
chr1	80800	2800	2342	0.836429
chr1	80900	2893	2361	0.816108
chr1	81000	2900	2306	0.795172
chr1	81100	2900	2424	0.835862
chr1	81200	2900	2372	0.817931
chr1	81300	2900	2429	0.837586
chr1	81400	2900	2567	0.885172
chr1	81500	2943	2484	0.844037
chr1	81600	3000	2374	0.791333
chr1	81700	3049	2406	0.789111
chr1	81800	3100	2645	0.853226
chr1	81900	3197	2691	0.841727
chr1	82000	3173	2600	0.819414
chr1	82100	3100	2416	0.779355
chr1	82200	3100	2578	0.831613
chr1	82300	3100	2497	0.805484
chr1	82400	3100	2548	0.821935
chr1	82500	3100	2643	0.852581
chr1	82600	3100	2677	0.863548
chr1	82700	3100	2516	0.811613
chr1	82800	3100	2534	0.817419
chr1	82900	3100	2607	0.840968
chr1	83000	3012	2379	0.789841
chr1	83100	2972	2394	0.805518
chr1	83200	2817	2394	0.84984
chr1	83300	2790	2360	0.845878
chr1	83400	2800	2315	0.826786
chr1	83500	2695	2080	0.7718
chr1	83600	2600	2189	0.841923
chr1	83700	2600	2127	0.818077
chr1	83800	2700	2106	0.78
chr1	83900	2800	2305	0.823214
chr1	84000	2800	2309	0.824643
chr1	84100	2763	2115	0.765472
chr1	84200	2696	2177	0.807493
chr1	84300	2511	1501	0.59777
chr1	84400	2500	1726	0.6904
chr1	84500	2500	2120	0.848
chr1	84600	2500	2077	0.8308
chr1	84700	2500	2042	0.8168
chr1	84800	2500	2138	0.8552
chr1	84900	2500	2174	0.8696
chr1	85000	2500	1805	0.722
chr1	85100	2500	1756	0.7024
chr1	85200	2500	2056	0.8224
chr1	85300	2500	2058	0.8232
chr1	85400	2500	2073	0.8292
chr1	85500	2274	1830	0.804749
chr1	85600	2100	1645	0.783333
chr1	85700	2100	1677	0.798571
chr1	85800	2186	1886	0.862763
chr1	85900	2300	1843	0.801304
chr1	86000	2300	1906	0.828696
chr1	86100	2300	1940	0.843478
chr1	86200	2300	1948	0.846957
chr1	86300	2273	1806	0.794545
chr1	86400	2200	1797	0.816818
chr1	86500	2200	1779	0.808636
chr1	86600	2200	1931	0.877727
chr1	86700	2193	1907	0.869585
chr1	86800	2100	1739	0.828095
chr1	86900	2092	1666	0.796367
chr1	87000	2000	1591	0.7955
chr1	87100	2000	1698	0.849
chr1	87200	2000	1710	0.855
chr1	87300	2000	1602	0.801
chr1	87400	2000	1651	0.8255
chr1	87500	2000	1606	0.803
chr1	87600	2000	1696	0.848
chr1	87700	2000	1758	0.879
chr1	87800	2000	1642	0.821
chr1	87900	2000	1698	0.849
chr1	88000	1997	1708	0.855283
chr1	88100	1935	1644	0.849612
chr1	88200	2000	1669	0.8345
chr1	88300	2000	1714	0.857
chr1	88400	2000	1624	0.812
chr1	88500	2000	1683	0.8415
chr1	88600	2000	1597	0.7985
chr1	88700	1995	1656	0.830075
chr1	88800	1827	1479	0.809524
chr1	88900	1896	1613	0.850738
chr1	89000	1900	1620	0.852632
chr1	89100	1893	1582	0.835711
chr1	89200	1800	1428	0.793333
chr1	89300	1800	1449	0.805
chr1	89400	1800	1531	0.850556
chr1	89500	1800	1457	0.809444
chr1	89600	1800	1442	0.801111
chr1	89700	1711	1476	0.862653
chr1	89800	1700	1460	0.858824
chr1	89900	1700	1441	0.847647
chr1	90000	1746	1478	0.846506
chr1	90100	1700	1370	0.805882
chr1	90200	1739	1478	0.849914
chr1	90300	1817	1492	0.821134
chr1	90400	1900	1608	0.846316
chr1	90500	1900	1551	0.816316
chr1	90600	1900	1460	0.768421
chr1	90700	1900	1554	0.817895
chr1	90800	1900	1610	0.847368
chr1	90900	1900	1562	0.822105
chr1	91000	1900	1594	0.838947
chr1	91100	1900	1475	0.776316
chr1	91200	1900	1600	0.842105
chr1	91300	1840	1403	0.7625
chr1	91400	1700	1082	0.636471
chr1	91500	1794	1232	0.686734
chr1	91600	1900	1633	0.859474
chr1	91700	1983	1613	0.813414
chr1	91800	2000	1670	0.835
chr1	91900	2000	1620	0.81
chr1	92000	2000	1686	0.843
chr1	92100	1918	1519	0.791971
chr1	92200	1951	1664	0.852896
chr1	92300	1951	1660	0.850846
chr1	92400	1900	1464	0.770526
chr1	92500	1983	1738	0.87645
chr1	92600	2000	1666	0.833
chr1	92700	2000	1652	0.826
chr1	92800	2000	1676	0.838
chr1	92900	2000	1633	0.8165
chr1	93000	1915	1600	0.835509
chr1	93100	1900	1561	0.821579
chr1	93200	1900	1578	0.830526
chr1	93300	1900	1612	0.848421
chr1	93400	1900	1521	0.800526
chr1	93500	1900	1663	0.875263
chr1	93600	1806	1558	0.86268
chr1	93700	1700	1388	0.816471
chr1	93800	1700	1426	0.838824
chr1	93900	1700	1440	0.847059
chr1	94000	1700	1314	0.772941
chr1	94100	1789	1498	0.837339
chr1	94200	1760	1490	0.846591
chr1	94300	1700	1447	0.851176
chr1	94400	1700	1397	0.821765
chr1	94500	1798	1504	0.836485
chr1	94600	1735	1347	0.776369
chr1	94700	1700	1464	0.861176
chr1	94800	1700	1467	0.862941
chr1	94900	1609	1306	0.811684
chr1	95000	1668	1408	0.844125
chr1	95100	1683	1367	0.81224
chr1	95200	1600	1403	0.876875
chr1	95300	1570	1272	0.810191
chr1	95400	1500	1219	0.812667
chr1	95500	1543	1196	0.775113
chr1	95600	1600	1313	0.820625
chr1	95700	1600	1256	0.785
chr1	95800	1600	1323	0.826875
chr1	95900	1600	1260	0.7875
chr1	96000	1600	1310	0.81875
chr1	96100	1600	959	0.599375
chr1	96200	1760	1332	0.756818
chr1	96300	1900	1528	0.804211
chr1	96400	1900	1567	0.824737
chr1	96500	1900	1549	0.815263
chr1	96600	1900	1563	0.822632
chr1	96700	1806	1425	0.789037
chr1	96800	1894	1550	0.818374
chr1	96900	1951	1675	0.858534
chr1	97000	2000	1533	0.7665
chr1	97100	2000	1681	0.8405
chr1	97200	2000	1722	0.861
chr1	97300	1929	1676	0.868844
chr1	97400	2000	1718	0.859
chr1	97500	2000	1590	0.795
chr1	97600	2000	1644	0.822
chr1	97700	2059	1644	0.798446
chr1	97800	2100	1796	0.855238
chr1	97900	2100	1693	0.80619
chr1	98000	2100	1722	0.82
chr1	98100	2100	1746	0.831429
chr1	98200	2100	1716	0.817143
chr1	98300	2100	1757	0.836667
chr1	98400	2100	1746	0.831429
chr1	98500	2100	1807	0.860476
chr1	98600	2100	1792	0.853333
chr1	98700	2155	1758	0.815777
chr1	98800	2200	1864	0.847273
chr1	98900	2267	1810	0.798412
chr1	99000	2300	1878	0.816522
chr1	99100	2300	1871	0.813478
chr1	99200	2300	1867	0.811739
chr1	99300	2388	1961	0.821189
chr1	99400	2439	1981	0.812218
chr1	99500	2500	1949	0.7796
chr1	99600	2446	1959	0.800899
chr1	99700	2412	1982	0.821725
chr1	99800	2539	2064	0.812918
chr1	99900	2600	2174	0.836154
chr1	100000	2600	2158	0.83
chr1	100100	2600	2119	0.815
chr1	100200	2600	2174	0.836154
chr1	100300	2586	2188	0.846094
chr1	100400	2600	2202	0.846923
chr1	100500	2600	2099	0.807308
chr1	100600	2602	2160	0.830131
chr1	100700	2700	2268	0.84
chr1	100800	2700	2274	0.842222
chr1	100900	2725	2267	0.831927
chr1	101000	2805	2338	0.833512
chr1	101100	2800	2318	0.827857
chr1	101200	2800	2351	0.839643
chr1	101300	2800	2287	0.816786
chr1	101400	2734	2293	0.838698
chr1	101500	2700	2165	0.801852
chr1	101600	2700	2187	0.81
chr1	101700	2697	2219	0.822766
chr1	101800	2600	2170	0.834615
chr1	101900	2600	2132	0.82
chr1	102000	2600	2109	0.811154
chr1	102100	2606	2158	0.828089
chr1	102200	2700	2216	0.820741
chr1	102300	2700	2272	0.841481
chr1	102400	2700	2224	0.823704
chr1	102500	2706	2312	0.854398
chr1	102600	2800	2426	0.866429
chr1	102700	2800	2367	0.845357
chr1	102800	2800	2294	0.819286
chr1	102900	2741	2305	0.840934
chr1	103000	2700	2127	0.787778
chr1	103100	2648	2170	0.819486
chr1	103200	2655	2099	0.790584
chr1	103300	2700	2243	0.830741
chr1	103400	2755	2277	0.826497
chr1	103500	2701	2140	0.792299
chr1	103600	2700	2205	0.816667
chr1	103700	2776	2300	0.82853
chr1	103800	2730	2336	0.855678
chr1	103900	2700	2222	0.822963
chr1	104000	2700	2268	0.84
chr1	104100	2660	2217	0.833459
chr1	104200	2600	2134	0.820769
chr1	104300	2600	2114	0.813077
chr1	104400	2600	2131	0.819615
chr1	104500	2600	2134	0.820769
chr1	104600	2600	2211	0.850385
chr1	104700	2600	2024	0.778462
chr1	104800	2600	2053	0.789615
chr1	104900	2600	2123	0.816538
chr1	105000	2600	2174	0.836154
chr1	105100	2600	2131	0.819615
chr1	105200	2600	2131	0.819615
chr1	105300	2600	2042	0.785385
chr1	105400	2600	2081	0.800385
chr1	105500	2600	2164	0.832308
chr1	105600	2600	2127	0.818077
chr1	105700	2600	2010	0.773077
chr1	105800	2600	2169	0.834231
chr1	105900	2570	2152	0.837354
chr1	106000	2409	1923	0.798257
chr1	106100	2400	2006	0.835833
chr1	106200	2411	2100	0.871008
chr1	106300	2500	1975	0.79
chr1	106400	2500	2193	0.8772
chr1	106500	2500	1967	0.7868
chr1	106600	2500	2083	0.8332
chr1	106700	2500	1976	0.7904
chr1	106800	2408	1994	0.828073
chr1	106900	2400	1999	0.832917
chr1	107000	2424	1935	0.798267
chr1	107100	2400	2008	0.836667
chr1	107200	2357	1896	0.804412
chr1	107300	2300	1955	0.85
chr1	107400	2397	1931	0.80559
chr1	107500	2400	2077	0.865417
chr1	107600	2400	2004	0.835
chr1	107700	2375	1991	0.838316
chr1	107800	2053	1624	0.791038
chr1	107900	2200	1766	0.802727
chr1	108000	2002	1665	0.831668
chr1	108100	2146	1786	0.832246
chr1	108200	2200	1811	0.823182
chr1	108300	2200	1797	0.816818
chr1	108400	2289	1958	0.855395
chr1	108500	2300	1865	0.81087
chr1	108600	2333	1877	0.804544
chr1	108700	2341	1852	0.791115
chr1	108800	2351	1933	0.822203
chr1	108900	2387	1967	0.824047
chr1	109000	2400	1897	0.790417
chr1	109100	2400	1948	0.811667
chr1	109200	2349	2016	0.858238
chr1	109300	2400	2019	0.84125
chr1	109400	2400	2040	0.85
chr1	109500	2400	2042	0.850833
chr1	109600	2400	1878	0.7825
chr1	109700	2400	2037	0.84875
chr1	109800	2400	2043	0.85125
chr1	109900	2400	1987	0.827917
chr1	110000	2400	1896	0.79
chr1	110100	2400	2015	0.839583
chr1	110200	2491	2013	0.808109
chr1	110300	2420	2018	0.833884
chr1	110400	2400	1910	0.795833
chr1	110500	2306	1958	0.849089
chr1	110600	2283	1806	0.791064
chr1	110700	2285	1816	0.794748
chr1	110800	2328	1892	0.812715
chr1	110900	2380	1966	0.82605
chr1	111000	2400	1981	0.825417
chr1	111100	2467	2110	0.85529
chr1	111200	2528	2122	0.839399
chr1	111300	2564	2082	0.812012
chr1	111400	2558	2270	0.887412
chr1	111500	2500	2130	0.852
chr1	111600	2500	2077	0.8308
chr1	111700	2500	2094	0.8376
chr1	111800	2560	2145	0.837891
chr1	111900	2560	2123	0.829297
chr1	112000	2500	2014	0.8056
chr1	112100	2449	2138	0.873009
chr1	112200	2400	1969	0.820417
chr1	112300	2400	1935	0.80625
chr1	112400	2400	2015	0.839583
chr1	112500	2367	1987	0.839459
chr1	112600	2300	1894	0.823478
chr1	112700	2363	1946	0.823529
chr1	112800	2400	1970	0.820833
chr1	112900	2400	1903	0.792917
chr1	113000	2431	2042	0.839984
chr1	113100	2500	2054	0.8216
chr1	113200	2500	2098	0.8392
chr1	113300	2500	2117	0.8468
chr1	113400	2500	2099	0.8396
chr1	113500	2500	2105	0.842
chr1	113600	2476	2012	0.812601
chr1	113700	2500	1977	0.7908
chr1	113800	2477	2073	0.836899
chr1	113900	2400	2034	0.8475
chr1	114000	2400	1909	0.795417
chr1	114100	2400	2099	0.874583
chr1	114200	2400	2067	0.86125
chr1	114300	2400	1999	0.832917
chr1	114400	2400	2052	0.855
chr1	114500	2308	1866	0.808492
chr1	114600	2346	1900	0.809889
chr1	114700	2400	2085	0.86875
chr1	114800	2364	1901	0.804146
chr1	114900	2300	1931	0.839565
chr1	115000	2300	1831	0.796087
chr1	115100	2300	1921	0.835217
chr1	115200	2300	1755	0.763043
chr1	115300	2205	1771	0.803175
chr1	115400	2202	1868	0.84832
chr1	115500	2300	1862	0.809565
chr1	115600	2300	1885	0.819565
chr1	115700	2300	1931	0.839565
chr1	115800	2300	1924	0.836522
chr1	115900	2300	1925	0.836957
chr1	116000	2300	1861	0.80913
chr1	116100	2383	1887	0.791859
chr1	116200	2400	1817	0.757083
chr1	116300	2400	2095	0.872917
chr1	116400	2400	1928	0.803333
chr1	116500	2400	1942	0.809167
chr1	116600	2400	1872	0.78
chr1	116700	2436	2066	0.848112
chr1	116800	2500	1937	0.7748
chr1	116900	2500	2044	0.8176
chr1	117000	2500	2084	0.8336
chr1	117100	2500	2133	0.8532
chr1	117200	2500	2083	0.8332
chr1	117300	2478	1946	0.785311
chr1	117400	2400	1954	0.814167
chr1	117500	2400	2018	0.840833
chr1	117600	2400	1976	0.823333
chr1	117700	2438	2067	0.847826
chr1	117800	2500	2124	0.8496
chr1	117900	2500	2162	0.8648
chr1	118000	2500	2082	0.8328
chr1	118100	2500	2097	0.8388
chr1	118200	2407	1965	0.816369
chr1	118300	2400	1855	0.772917
chr1	118400	2400	2046	0.8525
chr1	118500	2400	2082	0.8675
chr1	118600	2400	2130	0.8875
chr1	118700	2400	2024	0.843333
chr1	118800	2400	2013	0.83875
chr1	118900	2399	1958	0.816173
chr1	119000	2300	1892	0.822609
chr1	119100	2300	1893	0.823043
chr1	119200	2382	1997	0.838371
chr1	119300	2400	2036	0.848333
chr1	119400	2400	1923	0.80125
chr1	119500	2400	1951	0.812917
chr1	119600	2354	1855	0.78802
chr1	119700	2200	1483	0.674091
chr1	119800	2198	1259	0.572793
chr1	119900	2191	1860	0.848927
chr1	120000	2300	1926	0.837391
chr1	120100	2300	1834	0.797391
chr1	120200	2300	2048	0.890435
chr1	120300	2257	1838	0.814355
chr1	120400	2033	1659	0.816035
chr1	120500	2000	1678	0.839
chr1	120600	2000	1711	0.8555
chr1	120700	2000	1625	0.8125
chr1	120800	2000	1656	0.828
chr1	120900	2000	1653	0.8265
chr1	121000	1957	1633	0.83444
chr1	121100	1900	1593	0.838421
chr1	121200	1931	1675	0.867426
chr1	121300	2067	1686	0.815675
chr1	121400	2000	1668	0.834
chr1	121500	2061	1759	0.853469
chr1	121600	2100	1725	0.821429
chr1	121700	2100	1849	0.880476
chr1	121800	2100	1790	0.852381
chr1	121900	2100	1808	0.860952
chr1	122000	2100	1772	0.84381
chr1	122100	2100	1729	0.823333
chr1	122200	2071	1790	0.864317
chr1	122300	2000	1532	0.766
chr1	122400	1922	1587	0.825702
chr1	122500	1900	1553	0.817368
chr1	122600	1797	1439	0.800779
chr1	122700	1600	1337	0.835625
chr1	122800	1553	1298	0.835802
chr1	122900	1571	1313	0.835773
chr1	123000	1515	1206	0.79604
chr1	123100	1431	1229	0.85884
chr1	123200	1400	1075	0.767857
chr1	123300	1400	1181	0.843571
chr1	123400	1400	1155	0.825
chr1	123500	1400	1199	0.856429
chr1	123600	1400	1090	0.778571
chr1	123700	1400	1185	0.846429
chr1	123800	1400	1163	0.830714
chr1	123900	1400	1112	0.794286
chr1	124000	1400	1144	0.817143
chr1	124100	1400	1144	0.817143
chr1	124200	1400	1139	0.813571
chr1	124300	1400	1156	0.825714
chr1	124400	1309	1074	0.820474
chr1	124500	1300	1061	0.816154
chr1	124600	1373	1154	0.840495
chr1	124700	1314	1080	0.821918
chr1	124800	1200	1052	0.876667
chr1	124900	1200	1015	0.845833
chr1	125000	1200	968	0.806667
chr1	125100	1200	984	0.82
chr1	125200	1200	1032	0.86
chr1	125300	1300	1055	0.811538
chr1	125400	1400	1104	0.788571
chr1	125500	1400	1167	0.833571
chr1	125600	1389	1170	0.842333
chr1	125700	1400	1148	0.82
chr1	125800	1488	1233	0.828629
chr1	125900	1500	1281	0.854
chr1	126000	1527	1256	0.822528
chr1	126100	1600	1315	0.821875
chr1	126200	1600	1285	0.803125
chr1	126300	1600	1300	0.8125
chr1	126400	1600	1297	0.810625
chr1	126500	1600	1297	0.810625
chr1	126600	1600	1327	0.829375
chr1	126700	1600	1295	0.809375
chr1	126800	1530	1177	0.769281
chr1	126900	1500	1255	0.836667
chr1	127000	1500	1219	0.812667
chr1	127100	1500	1236	0.824
chr1	127200	1500	1248	0.832
chr1	127300	1500	1256	0.837333
chr1	127400	1500	1260	0.84
chr1	127500	1500	1304	0.869333
chr1	127600	1500	1144	0.762667
chr1	127700	1500	1234	0.822667
chr1	127800	1428	1186	0.830532
chr1	127900	1400	1103	0.787857
chr1	128000	1326	1085	0.81825
chr1	128100	1300	1026	0.789231
chr1	128200	1300	1069	0.822308
chr1	128300	1300	1097	0.843846
chr1	128400	1300	1095	0.842308
chr1	128500	1300	1039	0.799231
chr1	128600	1300	1095	0.842308
chr1	128700	1300	1100	0.846154
chr1	128800	1300	1064	0.818462
chr1	128900	1376	1148	0.834302
chr1	129000	1400	1204	0.86
chr1	129100	1400	1097	0.783571
chr1	129200	1400	1137	0.812143
chr1	129300	1400	1197	0.855
chr1	129400	1456	1210	0.831044
chr1	129500	1556	1293	0.830977
chr1	129600	1527	1332	0.872299
chr1	129700	1500	1233	0.822
chr1	129800	1500	1235	0.823333
chr1	129900	1500	1263	0.842
chr1	130000	1500	1173	0.782
chr1	130100	1500	1254	0.836
chr1	130200	1509	1244	0.824387
chr1	130300	1600	1341	0.838125
chr1	130400	1600	1325	0.828125
chr1	130500	1600	1266	0.79125
chr1	130600	1582	1338	0.845765
chr1	130700	1500	1217	0.811333
chr1	130800	1500	1252	0.834667
chr1	130900	1500	1186	0.790667
chr1	131000	1500	1216	0.810667
chr1	131100	1500	1183	0.788667
chr1	131200	1500	1228	0.818667
chr1	131300	1500	1165	0.776667
chr1	131400	1500	1203	0.802
chr1	131500	1500	1261	0.840667
chr1	131600	1500	1272	0.848
chr1	131700	1438	1236	0.859527
chr1	131800	1400	1200	0.857143
chr1	131900	1400	1189	0.849286
chr1	132000	1400	1171	0.836429
chr1	132100	1454	1190	0.818432
chr1	132200	1500	1228	0.818667
chr1	132300	1500	1235	0.823333
chr1	132400	1478	1165	0.788227
chr1	132500	1400	1208	0.862857
chr1	132600	1439	1197	0.831828
chr1	132700	1505	1239	0.823256
chr1	132800	1523	1250	0.820749
chr1	132900	1500	1201	0.800667
chr1	133000	1500	1266	0.844
chr1	133100	1431	1057	0.738644
chr1	133200	1427	1184	0.829713
chr1	133300	1500	1211	0.807333
chr1	133400	1500	1239	0.826
chr1	133500	1500	1219	0.812667
chr1	133600	1500	1164	0.776
chr1	133700	1500	1265	0.843333
chr1	133800	1500	1259	0.839333
chr1	133900	1500	1249	0.832667
chr1	134000	1500	1240	0.826667
chr1	134100	1500	1267	0.844667
chr1	134200	1500	1248	0.832
chr1	134300	1492	1225	0.821046
chr1	134400	1400	1139	0.813571
chr1	134500	1400	1146	0.818571
chr1	134600	1400	1153	0.823571
chr1	134700	1400	1150	0.821429
chr1	134800	1490	1244	0.834899
chr1	134900	1500	1312	0.874667
chr1	135000	1500	1245	0.83
chr1	135100	1500	1192	0.794667
chr1	135200	1500	1222	0.814667
chr1	135300	1500	1315	0.876667
chr1	135400	1500	1222	0.814667
chr1	135500	1500	1225	0.816667
chr1	135600	1537	1255	0.816526
chr1	135700	1657	1415	0.853953
chr1	135800	1723	1404	0.814858
chr1	135900	1800	1461	0.811667
chr1	136000	1700	1412	0.830588
chr1	136100	1700	1466	0.862353
chr1	136200	1700	1413	0.831176
chr1	136300	1700	1379	0.811176
chr1	136400	1688	1364	0.808057
chr1	136500	1527	1246	0.815979
chr1	136600	1500	1294	0.862667
chr1	136700	1500	1289	0.859333
chr1	136800	1500	1238	0.825333
chr1	136900	1500	1283	0.855333
chr1	137000	1500	1257	0.838
chr1	137100	1390	1202	0.864748
chr1	137200	1300	1071	0.823846
chr1	137300	1389	1093	0.786897
chr1	137400	1400	1165	0.832143
chr1	137500	1318	1158	0.878604
chr1	137600	1300	1046	0.804615
chr1	137700	1376	1119	0.813227
chr1	137800	1400	1181	0.843571
chr1	137900	1400	1112	0.794286
chr1	138000	1400	1078	0.77
chr1	138100	1498	1276	0.851802
chr1	138200	1500	1308	0.872
chr1	138300	1500	1250	0.833333
chr1	138400	1500	1263	0.842
chr1	138500	1500	1250	0.833333
chr1	138600	1500	1229	0.819333
chr1	138700	1500	1271	0.847333
chr1	138800	1571	1317	0.83832
chr1	138900	1600	1303	0.814375
chr1	139000	1600	1317	0.823125
chr1	139100	1608	1329	0.826493
chr1	139200	1781	1398	0.784952
chr1	139300	1800	1470	0.816667
chr1	139400	1874	1591	0.848986
chr1	139500	1900	1580	0.831579
chr1	139600	1900	1630	0.857895
chr1	139700	1900	1519	0.799474
chr1	139800	1900	1612	0.848421
chr1	139900	1900	1493	0.785789
chr1	140000	1909	1621	0.849136
chr1	140100	2000	1637	0.8185
chr1	140200	1946	1603	0.823741
chr1	140300	1900	1612	0.848421
chr1	140400	1900	1574	0.828421
chr1	140500	1913	1593	0.832723
chr1	140600	2028	1647	0.81213
chr1	140700	2172	1890	0.870166
chr1	140800	2100	1738	0.827619
chr1	140900	2100	1809	0.861429
chr1	141000	2057	1772	0.861449
chr1	141100	2233	1780	0.797134
chr1	141200	2327	1927	0.828105
chr1	141300	2400	1940	0.808333
chr1	141400	2400	1871	0.779583
chr1	141500	2400	2008	0.836667
chr1	141600	2400	1961	0.817083
chr1	141700	2428	2071	0.852965
chr1	141800	2500	1963	0.7852
chr1	141900	2500	1894	0.7576
chr1	142000	2500	2147	0.8588
chr1	142100	2500	2060	0.824
chr1	142200	2410	1960	0.813278
chr1	142300	2400	1933	0.805417
chr1	142400	2400	2051	0.854583
chr1	142500	2400	1925	0.802083
chr1	142600	2400	1993	0.830417
chr1	142700	2400	2032	0.846667
chr1	142800	2400	2005	0.835417
chr1	142900	2400	1947	0.81125
chr1	143000	2400	1949	0.812083
chr1	143100	2400	1973	0.822083
chr1	143200	2400	1972	0.821667
chr1	143300	2338	1914	0.818648
chr1	143400	2400	1915	0.797917
chr1	143500	2400	2003	0.834583
chr1	143600	2400	1916	0.798333
chr1	143700	2400	1921	0.800417
chr1	143800	2400	1836	0.765
chr1	143900	2400	1966	0.819167
chr1	144000	2418	2076	0.858561
chr1	144100	2500	1978	0.7912
chr1	144200	2500	2071	0.8284
chr1	144300	2402	1988	0.827644
chr1	144400	2400	1887	0.78625
chr1	144500	2393	1990	0.831592
chr1	144600	2300	1817	0.79
chr1	144700	2300	1892	0.822609
chr1	144800	2312	1968	0.851211
chr1	144900	2369	1954	0.824821
chr1	145000	2400	2006	0.835833
chr1	145100	2489	1971	0.791884
chr1	145200	2600	2278	0.876154
chr1	145300	2600	2086	0.802308
chr1	145400	2659	2179	0.819481
chr1	145500	2700	2277	0.843333
chr1	145600	2700	2189	0.810741
chr1	145700	2700	2294	0.84963
chr1	145800	2700	2134	0.79037
chr1	145900	2700	2229	0.825556
chr1	146000	2700	2360	0.874074
chr1	146100	2700	2217	0.821111
chr1	146200	2700	2130	0.788889
chr1	146300	2700	2267	0.83963
chr1	146400	2605	2081	0.798848
chr1	146500	2600	2093	0.805
chr1	146600	2600	2158	0.83
chr1	146700	2600	2267	0.871923
chr1	146800	2600	2134	0.820769
chr1	146900	2622	2166	0.826087
chr1	147000	2781	2389	0.859044
chr1	147100	2800	2378	0.849286
chr1	147200	2899	2519	0.86892
chr1	147300	2900	2415	0.832759
chr1	147400	2953	2485	0.841517
chr1	147500	2900	2422	0.835172
chr1	147600	2900	2377	0.819655
chr1	147700	2900	2310	0.796552
chr1	147800	2900	2358	0.813103
chr1	147900	2900	2174	0.749655
chr1	148000	2901	2362	0.814202
chr1	148100	3000	2433	0.811
chr1	148200	3000	2220	0.74
chr1	148300	3000	2452	0.817333
chr1	148400	3000	2377	0.792333
chr1	148500	2987	2288	0.765986
chr1	148600	2900	2444	0.842759
chr1	148700	2900	2395	0.825862
chr1	148800	2900	2351	0.81069
chr1	148900	2955	2467	0.834856
chr1	149000	2900	2381	0.821034
chr1	149100	2900	2411	0.831379
chr1	149200	2823	2327	0.8243
chr1	149300	2800	2267	0.809643
chr1	149400	2800	2280	0.814286
chr1	149500	2800	2238	0.799286
chr1	149600	2900	2373	0.818276
chr1	149700	2900	2327	0.802414
chr1	149800	2900	2457	0.847241
chr1	149900	2900	2204	0.76
chr1	150000	2900	2276	0.784828
chr1	150100	2900	2421	0.834828
chr1	150200	2900	2389	0.823793
chr1	150300	2900	2537	0.874828
chr1	150400	2900	2288	0.788966
chr1	150500	2877	2184	0.759124
chr1	150600	2800	2210	0.789286
chr1	150700	2800	2351	0.839643
chr1	150800	2739	2188	0.798832
chr1	150900	2699	2289	0.848092
chr1	151000	2600	2151	0.827308
chr1	151100	2600	2142	0.823846
chr1	151200	2597	2206	0.849442
chr1	151300	2600	2113	0.812692
chr1	151400	2664	2281	0.856231
chr1	151500	2669	2232	0.836268
chr1	151600	2600	2049	0.788077
chr1	151700	2600	2185	0.840385
chr1	151800	2600	2135	0.821154
chr1	151900	2592	2183	0.842207
chr1	152000	2533	2116	0.835373
chr1	152100	2577	2104	0.816453
chr1	152200	2600	2214	0.851538
chr1	152300	2600	2069	0.795769
chr1	152400	2418	1909	0.789495
chr1	152500	2300	1934	0.84087
chr1	152600	2300	1860	0.808696
chr1	152700	2299	1810	0.787299
chr1	152800	2260	1844	0.815929
chr1	152900	2300	1842	0.80087
chr1	153000	2300	1897	0.824783
chr1	153100	2144	1813	0.845616
chr1	153200	2100	1767	0.841429
chr1	153300	2100	1806	0.86
chr1	153400	2100	1790	0.852381
chr1	153500	2100	1731	0.824286
chr1	153600	2100	1643	0.782381
chr1	153700	2100	1863	0.887143
chr1	153800	2100	1766	0.840952
chr1	153900	2100	1763	0.839524
chr1	154000	2100	1741	0.829048
chr1	154100	2100	1731	0.824286
chr1	154200	2100	1750	0.833333
chr1	154300	2100	1773	0.844286
chr1	154400	2100	1614	0.768571
chr1	154500	2100	1795	0.854762
chr1	154600	2100	1688	0.80381
chr1	154700	2100	1720	0.819048
chr1	154800	2100	1744	0.830476
chr1	154900	2100	1773	0.844286
chr1	155000	2100	1781	0.848095
chr1	155100	2007	1753	0.873443
chr1	155200	2000	1733	0.8665
chr1	155300	2000	1562	0.781
chr1	155400	2007	1731	0.862481
chr1	155500	2053	1781	0.867511
chr1	155600	2000	1683	0.8415
chr1	155700	2000	1702	0.851
chr1	155800	2018	1628	0.806739
chr1	155900	2100	1724	0.820952
chr1	156000	2100	1662	0.791429
chr1	156100	2012	1449	0.720179
chr1	156200	1900	1114	0.586316
chr1	156300	1900	1413	0.743684
chr1	156400	1900	1638	0.862105
chr1	156500	1919	1611	0.8395
chr1	156600	1990	1714	0.861307
chr1	156700	1916	1630	0.850731
chr1	156800	2000	1611	0.8055
chr1	156900	1955	1651	0.844501
chr1	157000	1900	1591	0.837368
chr1	157100	1900	1652	0.869474
chr1	157200	1900	1546	0.813684
chr1	157300	1900	1576	0.829474
chr1	157400	1900	1575	0.828947
chr1	157500	1900	1558	0.82
